Poster_Link,Series_Title,Runtime_of_Series,Certificate,Runtime_of_Episodes,Genre,IMDB_Rating,Overview,Star1,Star2,Star3,Star4,No_of_Votes
"https://m.media-amazon.com/images/M/MV5BMTMxNzE4OTE2OV5BMl5BanBnXkFtZTcwNDQxMTY4MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",90210,(2008–2013),,60 min,"Comedy, Drama, Romance",6.1,"A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High.",Shenae Grimes-Beech,Tristan Mack Wilds,AnnaLynne McCord,Jessica Stroup,42318
"https://m.media-amazon.com/images/M/MV5BYWI2ZmM5ZTgtOTgxYS00MTQ4LThkMjQtZjBlNGM3NjQ5YTI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",See,(2019– ),16+,60 min,"Action, Drama, Sci-Fi",7.6,"Far in a dystopian future, the human race has lost the sense of sight, and society has had to find new ways to interact, build, hunt, and to survive. All of that is challenged when a set of twins is born with sight.",Jason Momoa,Sylvia Hoeks,Hera Hilmar,Christian Camargo,42066
"https://m.media-amazon.com/images/M/MV5BOTdkYjA4YzAtMjNiZS00OTgyLTg5Y2ItNGIwZGQyMTUzNzFiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Xena: Warrior Princess,(1995–2001),,45 min,"Action, Adventure, Drama",6.7,"Xena, a mighty Warrior Princess with a dark past, sets out to redeem herself. She is joined by small town bard, Gabrielle. Together they journey the ancient world and fight for the greater good against ruthless Warlords and Gods.",Lucy Lawless,Renée O'Connor,Ted Raimi,Kevin Smith,41765
"https://m.media-amazon.com/images/M/MV5BNTI3OTcwNTk3Ml5BMl5BanBnXkFtZTcwNzA3NzAzNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Touch,(2012–2013),,43 min,"Drama, Mystery, Sci-Fi",7.3,A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,Kiefer Sutherland,David Mazouz,Gugu Mbatha-Raw,Lukas Haas,41713
"https://m.media-amazon.com/images/M/MV5BNjZkNzY4M2ItOWY0Ni00Y2ViLWE1NjItOTIyYzZjMzg5M2E1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Locke & Key,(2020– ),18,48 min,"Drama, Fantasy, Horror",7.4,"After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.",Darby Stanchfield,Connor Jessup,Emilia Jones,Jackson Robert Scott,41619
"https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Utopia,(I) (2013–2014),,50 min,"Drama, Mystery, Sci-Fi",8.4,"After a group of people, who meet online, discover a bizarre graphic novel which seems to hold mysterious answers, they find themselves being tracked down by a merciless organization known merely as 'The Network'.",Adeel Akhtar,Paul Higgins,Neil Maskell,Fiona O'Shaughnessy,41597
"https://m.media-amazon.com/images/M/MV5BNGUzMmNkMWMtNTI4OC00ZGY1LThlZmUtMDI5YjYyZDE2MzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_UX67_CR0,0,67,98_AL_.jpg",Into the Badlands,(2015–2019),16,42 min,"Action, Adventure, Drama",8,A mighty warrior and a young boy search for enlightenment in a ruthless territory controlled by feudal barons.,Daniel Wu,Orla Brady,Emily Beecham,Aramis Knight,41399
"https://m.media-amazon.com/images/M/MV5BMWM5YzhmNGMtZTI4Ny00MGM4LThkYjAtMDIyMTEwNTQyZmQ1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",I Am Not Okay with This,(2020),18,30 min,"Comedy, Sci-Fi",7.6,"Sydney is a teenage girl navigating the trials and tribulations of high school while dealing with the complexities of her family, her budding sexuality, and mysterious superpowers just beginning to awaken deep within her.",Sophia Lillis,Wyatt Oleff,Sofia Bryant,Kathleen Rose Perkins,41200
"https://m.media-amazon.com/images/M/MV5BMDE2ODk0ZTctMGI4Ni00ODgwLTk4OTAtOGNiNjZkMzI3NTY0XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_UX67_CR0,0,67,98_AL_.jpg",Justice League,(2001–2004),,22 min,"Animation, Action, Adventure",8.5,Seven of the most formidable heroes form arguably the most powerful team ever.,Carl Lumbly,Phil LaMarr,Michael Rosenbaum,George Newbern,41157
"https://m.media-amazon.com/images/M/MV5BMGViZTgzNjEtZWQ3My00YjJkLTk2OGUtZDQ1ODg2ZGEyNzhhXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Blackadder the Third,(1987),,180 min,Comedy,8.6,"In the Regency era, Mr E. Blackadder serves as butler to the foppish numskull Prince George amidst the fads and crazes of the time.",Rowan Atkinson,Tony Robinson,Hugh Laurie,Helen Atkinson Wood,41123
"https://m.media-amazon.com/images/M/MV5BMTAxNTYzMTQyNDBeQTJeQWpwZ15BbWU3MDk3MTA3MjE@._V1_UY98_CR5,0,67,98_AL_.jpg",Joey,(2004–2006),7,22 min,"Comedy, Romance",6,"In this spin-off of Friends (1994), Joey Tribbiani moves to Los Angeles to pursue his acting career.",Matt LeBlanc,Paulo Costanzo,Drea de Matteo,Andrea Anders,40911
"https://m.media-amazon.com/images/M/MV5BOWNhMDMyMDYtNzJlOS00YzhhLWFiMjktYWY1MzMzZGZhOGRjXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UX67_CR0,0,67,98_AL_.jpg",Samurai chanpurû,(2004–2005),,24 min,"Animation, Action, Adventure",8.5,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers.""",Kazuya Nakai,Ginpei Sato,Ayako Kawasumi,Steve Blum,40862
"https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Defiance,(2013–2015),,43 min,"Action, Drama, Sci-Fi",7,"Life in the city of Defiance, in a near future after the arrival of different alien lifeforms to Earth.",Grant Bowler,Stephanie Leonidas,Julie Benz,Graham Greene,40602
"https://m.media-amazon.com/images/M/MV5BMTQyMDI2MDM5NF5BMl5BanBnXkFtZTgwOTcyNDE5MDE@._V1_UY98_CR3,0,67,98_AL_.jpg",Cougar Town,(2009–2015),,22 min,"Comedy, Romance",7,"Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.",Courteney Cox,Christa Miller,Busy Philipps,Dan Byrd,40590
"https://m.media-amazon.com/images/M/MV5BNThlZDAxNzEtMmExMi00ZWU2LTg5OWEtMTg4MTBmMTM2ZmQ0XkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_UY98_CR3,0,67,98_AL_.jpg",The Affair,(2014–2019),18+,60 min,Drama,7.9,A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives.,Dominic West,Ruth Wilson,Maura Tierney,Julia Goldani Telles,40573
"https://m.media-amazon.com/images/M/MV5BMTkwOTcxNzMzOV5BMl5BanBnXkFtZTgwODYxNjg0ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",12 Monkeys,(2015–2018),18,42 min,"Adventure, Drama, Mystery",7.7,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will nearly destroy the human race.,Aaron Stanford,Amanda Schull,Noah Bean,Barbara Sukowa,40497
"https://m.media-amazon.com/images/M/MV5BY2RjYzFkZDUtYzNjNC00MzEyLWFmZmItODc2YWFlOWExOWI4XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",GLOW,(2017–2019),18,35 min,"Comedy, Drama, Sport",8,A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,Alison Brie,Marc Maron,Betty Gilpin,Britt Baron,40369
"https://m.media-amazon.com/images/M/MV5BZWEyM2U5ZTItMTFiYy00NjZlLWFjYzItNzBiMjkxNDRhNTUyXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX67_CR0,0,67,98_AL_.jpg",Upload,(2020– ),16,296 min,"Comedy, Mystery, Sci-Fi",8,A man is able to choose his own afterlife after his untimely death by having his consciousness uploaded into a virtual world. As he gets used to his new life and befriends his angel (real world handler) questions about his death arise.,Robbie Amell,Andy Allo,Zainab Johnson,Kevin Bigley,40298
"https://m.media-amazon.com/images/M/MV5BMTE5NWUyMmYtMWE1My00ZDhiLWExZjEtMGJjYTA0OGYwZjIwXkEyXkFqcGdeQXVyODQ5NDUwMDk@._V1_UX67_CR0,0,67,98_AL_.jpg",Paatal Lok,(2020– ),18,44 min,"Crime, Drama, Thriller",7.8,"A down and out cop lands the case of a lifetime when four suspects are nabbed in the assassination attempt of a journalist. The pursuit of it leads him to 'Paatal Lok', and to shocking discoveries in the past of the four suspects.",Jaideep Ahlawat,Neeraj Kabi,Ishwak Singh,Abhishek Banerjee,40153
"https://m.media-amazon.com/images/M/MV5BMTE5OTM0NTIzN15BMl5BanBnXkFtZTcwOTQ4MTAwMQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",Dead Like Me,(2003–2004),,60 min,"Comedy, Drama, Fantasy",8.1,"After being hit on the head by a toilet seat, a young temp clerk becomes a grim reaper in death.",Ellen Muth,Callum Blue,Jasmine Guy,Mandy Patinkin,40108
"https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Whose Line Is It Anyway?,(1998–2007),,30 min,"Comedy, Game-Show",8.5,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,Drew Carey,Colin Mochrie,Ryan Stiles,Laura Hall,40089
"https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Wilfred,(2011–2014),,22 min,"Comedy, Drama, Mystery",7.8,The story of a depressed man who inexplicably is the only one who can see his neighbor's dog as a full grown man in a dog suit.,Elijah Wood,Jason Gann,Fiona Gubelmann,Dorian Brown Pham,40073
"https://m.media-amazon.com/images/M/MV5BMjExYWU5MmItNjM5Yi00MTRkLTg4MDMtZTNmNmE3OGQ4NjFlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR2,0,67,98_AL_.jpg",Home Improvement,(1991–1999),,22 min,"Comedy, Family",7.2,"The daily trials and tribulations of Tim ""The Tool Man"" Taylor, a television show host raising three mischievous boys with help from his loyal co-host, loving wife, and eccentric neighbor.",Tim Allen,Earl Hindman,Taran Noah Smith,Zachery Ty Bryan,39999
"https://m.media-amazon.com/images/M/MV5BMTg4ODA2OTg5MF5BMl5BanBnXkFtZTcwNzcyMTQ5Mg@@._V1_UY98_CR3,0,67,98_AL_.jpg",Ugly Betty,(2006–2010),,60 min,"Comedy, Drama, Romance",6.5,Smart but wholesome Betty embraces her unique appearance and independent attitude in the cutthroat world of New York fashion.,America Ferrera,Eric Mabius,Tony Plana,Ana Ortiz,39975
"https://m.media-amazon.com/images/M/MV5BYjllZjcwNjItMzc1OC00YjRkLWI5YzUtODM1YmEzNjFiYzNhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Power,(I) (2014–2020),18,50 min,"Crime, Drama",8.1,"James ""Ghost"" St. Patrick, a wealthy New York night club owner who has it all, catering to the city's elite and dreaming big, lives a double life as a drug kingpin.",Omari Hardwick,Lela Loren,Naturi Naughton,Joseph Sikora,39778
"https://m.media-amazon.com/images/M/MV5BZjZlMjA1NTgtOTRjZS00NzYwLWFjOGMtMjAyZWQyZWY5YzJmXkEyXkFqcGdeQXVyNjc0MjkzNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",Roseanne,(1988–2018),,21 min,"Comedy, Drama",7,"A revival of the popular 1990s sitcom ""Roseanne"", which centered on the everyday life of an American working-class family.",Roseanne Barr,John Goodman,Laurie Metcalf,Michael Fishman,39613
"https://m.media-amazon.com/images/M/MV5BYzcyMjQzYjQtNTU2My00ZjQ1LWI4NGEtODVjM2UwYjU5NDAzL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Robot Chicken,(2005– ),,11 min,"Animation, Adventure, Comedy",7.7,Pop culture references fly thick and fast as stop-motion animation is featured in sketches lampooning everything from television movies to comic books.,Seth Green,Matthew Senreich,Breckin Meyer,Tom Root,39539
"https://m.media-amazon.com/images/M/MV5BMTkxMzY5NTY0Ml5BMl5BanBnXkFtZTcwMDcwOTM5MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Numb3rs,(2005–2010),,43 min,"Crime, Drama, Mystery",6.9,"Working for the F.B.I., a mathematician uses equations to help solve various crimes.",Rob Morrow,David Krumholtz,Judd Hirsch,Alimi Ballard,39464
"https://m.media-amazon.com/images/M/MV5BZDg1YmI4ZmUtMjNhYS00YWY5LTk0MGQtODI5MGMzNTI4MzYxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Grace and Frankie,(2015– ),16,30 min,Comedy,8.3,"Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together.",Lily Tomlin,Jane Fonda,Sam Waterston,Martin Sheen,39006
"https://m.media-amazon.com/images/M/MV5BYjI5OGMxNzYtZmZiYS00NDI1LWI4NWMtOTZmNjY1MjMzZjExXkEyXkFqcGdeQXVyNTgxMjE3OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",Dark Matter,(2015–2017),,42 min,"Adventure, Drama, Mystery",7.5,"In the dystopian 27th century, six people wake up on a deserted spaceship with no memory of who they are or what they're doing there. They reluctantly team up and set off to find answers with the help of a female android.",Melissa O'Neil,Anthony Lemke,Alex Mallari Jr.,Jodelle Ferland,38979
"https://m.media-amazon.com/images/M/MV5BMTkyMjAyNzAxNl5BMl5BanBnXkFtZTcwNjk1MDk5NA@@._V1_UY98_CR1,0,67,98_AL_.jpg",Boy Meets World,(1993–2000),,23 min,"Comedy, Drama, Family",8.1,An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.,Ben Savage,Rider Strong,William Daniels,Betsy Randle,38979
"https://m.media-amazon.com/images/M/MV5BMjUxMDEzNTYyN15BMl5BanBnXkFtZTgwMjQyMzg1NzM@._V1_UY98_CR5,0,67,98_AL_.jpg",Jane the Virgin,(2014–2019),18,60 min,Comedy,7.8,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.",Gina Rodriguez,Andrea Navedo,Yael Grobglas,Justin Baldoni,38869
"https://m.media-amazon.com/images/M/MV5BYWUwN2UwYTktMDk4OC00YTg0LThmNTItNWE3ZjQxOTIxZTg3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Castlevania,(2017– ),18,23 min,"Animation, Action, Adventure",8.2,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,Richard Armitage,James Callis,Alejandra Reynoso,Theo James,38855
"https://m.media-amazon.com/images/M/MV5BM2Q1MDhjYzQtZmNmYS00ZmUyLWFmYjgtZTkyMzU0ZjcyMDNmXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",Chicago Fire,(2012– ),,43 min,"Action, Drama",7.9,"The story of firefighters in Chicago, both on a personal and professional level",Jesse Spencer,Taylor Kinney,Christian Stolte,Eamonn Walker,38746
"https://m.media-amazon.com/images/M/MV5BMDJiZGE5NzYtZGU3Zi00NDQwLWFhMjAtNTM0MDM2ZTljMjAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Ratched,(2020– ),18,,"Crime, Drama, Mystery",7.3,"In 1947, Mildred Ratched begins working as a nurse at a leading psychiatric hospital. But beneath her stylish exterior lurks a growing darkness.",Sarah Paulson,Finn Wittrock,Cynthia Nixon,Judy Davis,38629
"https://m.media-amazon.com/images/M/MV5BNGYyNTA5ZWItNDhmNi00ZWRjLWEwZDQtM2UyYjYxYWQyZTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Torchwood,(2006–2011),,50 min,"Action, Drama, Mystery",7.7,"The members of the Torchwood Institute, a secret organization founded by the British Crown, fight to protect the Earth from extraterrestrial and supernatural threats.",John Barrowman,Eve Myles,Kai Owen,Gareth David-Lloyd,38609
"https://m.media-amazon.com/images/M/MV5BYWQ0ZmE0ZjEtZDZjOC00ODQ4LTk1MGQtNTk3ZDdlY2RiODg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Castle Rock,(2018–2019),18,60 min,"Drama, Fantasy, Horror",7.6,"Based on the stories of Stephen King, the series intertwines characters and themes from the fictional town of Castle Rock.",Bill Skarsgård,André Holland,Lizzy Caplan,Melanie Lynskey,38580
"https://m.media-amazon.com/images/M/MV5BN2IxMzk2YTEtOGFhYS00MTE3LWI4N2QtYWFlODIzZjM1MjNlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",The Cleveland Show,(2009–2013),,22 min,"Animation, Adventure, Comedy",5.5,"The adventures of the Family Guy (1999) neighbor and former deli owner, Cleveland Brown.",Mike Henry,Sanaa Lathan,Kevin Michael Richardson,Jason Sudeikis,38575
"https://m.media-amazon.com/images/M/MV5BNzQ4ODE2ODk2NF5BMl5BanBnXkFtZTcwMzQwNDIyNw@@._V1_UX67_CR0,0,67,98_AL_.jpg",Alcatraz,(2012),,60 min,"Action, Crime, Drama",7,"In 1963, all the prisoners and guards mysteriously disappear from Alcatraz. In the present day, they resurface and a secret agency are tasked with re-capturing them.",Sarah Jones,Jorge Garcia,Jonny Coyne,Parminder Nagra,38558
"https://m.media-amazon.com/images/M/MV5BODljYzNlZTMtMWIwNi00N2QzLWE2ZTAtZDBmYzIwYzhlZDY2XkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_UY98_CR1,0,67,98_AL_.jpg",Poirot,(1989–2013),U,100 min,"Crime, Drama, Mystery",8.6,"The cases of eccentric, but sharp, Belgian detective Hercule Poirot.",David Suchet,Hugh Fraser,Philip Jackson,Pauline Moran,38313
"https://m.media-amazon.com/images/M/MV5BMTU4MGEyNTItNzg5ZS00ZGU0LTk4NmEtODM0Y2UxYTY2YTUyXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Courage the Cowardly Dog,(1999–2002),,11 min,"Animation, Adventure, Comedy",8.2,"The offbeat adventures of Courage, a cowardly dog who must overcome his own fears to heroically defend his unknowing farmer owners from all kinds of dangers, paranormal events and menaces that appear around their land.",Marty Grabstein,Thea White,Peter Fernandez,Simon Prebble,38246
"https://m.media-amazon.com/images/M/MV5BYzM5NDRkNzItN2FkZC00ZjQyLTlmYzctYmNiNTA4YzIxYTg2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",Ballers,(2015–2019),18,30 min,"Comedy, Drama, Sport",7.6,"A series centered around a group of football players and their families, friends and handlers.",Dwayne Johnson,John David Washington,Donovan W. Carter,Troy Garity,38202
"https://m.media-amazon.com/images/M/MV5BNThmMzJlNzgtYmY5ZC00MDllLThmZTMtNTRiMjQwNmY0NmRhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",Anne,(2017–2019),16,60 min,"Drama, Family",8.7,"The adventures of a young orphan girl living in the late 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.",Amybeth McNulty,Geraldine James,R.H. Thomson,Dalila Bela,37997
"https://m.media-amazon.com/images/M/MV5BNjU1YjM2YzAtZWE2Ny00ZWNiLWFkZWItMDJhMzJiNDQwMmI4XkEyXkFqcGdeQXVyNTU1MjgyMjk@._V1_UY98_CR1,0,67,98_AL_.jpg",Poketto monsutâ,(1997– ),,24 min,"Animation, Action, Adventure",7.5,"Ash Ketchum, his yellow pet Pikachu, and his human friends explore a world of powerful creatures.",Veronica Taylor,Rachael Lillis,Eric Stuart,Ikue Ôtani,37850
"https://m.media-amazon.com/images/M/MV5BN2E2NzRmZmYtZmJlOC00NmJmLWE2NzktOGZlYzdjNTM0ZmI4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Messiah,(2020),18,43 min,"Drama, Mystery, Thriller",7.6,"When a CIA officer investigates a man, and his followers, attracting international attention through acts of public disruption, she embarks on a global high-stakes mission to uncover whether he is a divine entity, or a deceptive con artist.",Michelle Monaghan,Mehdi Dehbi,John Ortiz,Tomer Sisley,37775
"https://m.media-amazon.com/images/M/MV5BMGZjYzliOWUtOTNiYS00MDI4LTllMGQtYjgxYjRlODI2NDM3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg",The Colbert Report,(2005–2014),,30 min,"Comedy, News, Talk-Show",8.4,"Satirical newscaster Stephen Colbert provides humorous commentary on the big issues going on in the United States and the rest of the world, with his larger-than-life ego and overly-patriotic spirit along with him every step of the way.",Stephen Colbert,Jay Katsir,Jon Stewart,Paul Dinello,37770
"https://m.media-amazon.com/images/M/MV5BNTVjNmEwNTMtNmQ2ZC00MGJkLWI3MDgtNzMyNTc4YjVkNTQ1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",X-Men,(1992–1997),,23 min,"Animation, Action, Family",8.4,A team of mutant superheroes fight for justice and human acceptance in the Marvel Comics universe.,Cedric Smith,Cal Dodd,Lenore Zann,George Buza,37715
"https://m.media-amazon.com/images/M/MV5BM2VlZTE4N2MtYjhhYy00ZWY2LThkMWYtMWFhMGQ1YTA5NTgwXkEyXkFqcGdeQXVyODQwNjgyMw@@._V1_UY98_CR1,0,67,98_AL_.jpg",The Nanny,(1993–1999),,22 min,"Comedy, Family, Romance",6.9,"After being fired from her job and dumped by her boyfriend, a cosmetics saleswoman becomes the nanny to the three children of a rich English widower. As time passes, the two fall for each other.",Fran Drescher,Charles Shaughnessy,Daniel Davis,Lauren Lane,37644
"https://m.media-amazon.com/images/M/MV5BOWY0ZmY1Y2MtYTY0OC00ODc4LTg1MjEtOTY2Yjg0MmM3MTZjXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",Empire,(2015–2020),15+,42 min,"Drama, Music",7.4,"A hip-hop mogul must choose a successor among his three sons who are battling for control over his multi-million dollar company, while his ex-wife schemes to reclaim what is hers.",Terrence Howard,Taraji P. Henson,Jussie Smollett,Bryshere Y. Gray,37585
"https://m.media-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_UY98_CR1,0,67,98_AL_.jpg",Trailer Park Boys,(2001–2018),18,30 min,"Comedy, Crime",8.4,Three petty felons have a documentary made about their life in a trailer park.,John Paul Tremblay,Robb Wells,Mike Smith,John Dunsworth,37439
