ticker,company name,short name,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3
FMX,Fomento Economico Mexicano S.A.B. de C.V.,Fomento Economico Mexicano S.A.B. de C.V.,Beverages - Alcoholic,Fomento Economico Mexicano SAB de CV is a part of the beverage industry. Its business involves production and distribution of soft drinks.,http://www.femsa.com,FMX.png,Eduardo Padilla Silva,New York Stock Exchange,162200996819,Consumer Defensive,Consumer Defensive,Beverages - Brewers,Beverages - Alcoholic
FMY,First Trust Motgage Income Fund of Beneficial Interest,First Trust Motgage Income Fund of Beneficial Interest,Asset Management,First Trust Mortgage Income Fund is a United States based diversified closed-end management investment company. The fund's primary investment objective is to seek a high level of current income. Its secondary investment objective is to preserve capital.,http://www.ftportfolios.com,FMY.png,James M. Dykas,New York Stock Exchange,56481441,Financial Services,Financial Services,Asset Management,
FN,Fabrinet,Fabrinet,Computer Hardware,Fabrinet is engaged in providing outsourced manufacturing services to original equipment manufacturers. It offers a wide range of optical and electro-mechanical manufacturing capabilities across the whole producing process.,http://www.fabrinet.com,,Seamus Grady,New York Stock Exchange,2099480772,Technology,Technology,Consumer Electronics,Computer Hardware
FNB,F.N.B. Corporation,F.N.B.,Banks,"F N B Corp provides a range of commercial banking, consumer banking, and wealth management through a subsidiary network.",https://www.fnb-online.com,FNB.png,Vincent J. Delie,New York Stock Exchange,3813938861,Financial Services,Financial Services,Banks - Regional - US,Banks
FNCB,FNCB Bancorp Inc.,FNCB Bancorp,Banks,"FNCB Bancorp Inc is engaged in the activity of owning and operating the Bank. The Bank provides a variety of traditional banking products and services to individuals and businesses, including online, mobile and telephone banking, debit cards.",http://www.fncb.com,FNCB.png,Gerard A. Champi,NASDAQ Capital Market,163671940,Financial Services,Financial Services,Banks - Regional - US,Banks
FND,Floor & Decor Holdings Inc.,Floor & Decor,Retail - Apparel & Specialty,"Floor & Decor Holdings Inc is a specialty retailer of hard surface flooring and related accessories. It offers tile, wood, laminate and natural stone flooring along with decorative and installation accessories.",https://www.flooranddecor.com,FND.png,Thomas V. Taylor,New York Stock Exchange,3259520246,Consumer Cyclical,Consumer Cyclical,Home Improvement Stores,Retail - Apparel & Specialty
FNF,FNF Group of Fidelity National Financial Inc.,FNF of Fidelity National Financial,Insurance - Specialty,"Fidelity National Financial Inc is a title insurance company. It provides title insurance, escrow, and other title-related services. The firm also provides technology and transaction services to the real estate and mortgage industries.",http://www.fnf.com,,Raymond R. Quirk,New York Stock Exchange,9712681322,Financial Services,Financial Services,Insurance - Specialty,
FNHC,FedNat Holding Company,FedNat Holding Company,Insurance - Property & Casualty,"FedNat Holding Co, formerly Federated National Holding Co. is an insurance holding company controlling all steps in the insurance underwriting, distribution and claims processes through its subsidiaries.",http://www.fednat.com,FNHC.png,Michael H. Braun,NASDAQ Global Market,232111647,Financial Services,Financial Services,Insurance - Property & Casualty,
FNI,First Trust Chindia,First Trust Chindia,,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the ISE ChIndiaTM Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in securities that comprise the index. The index is a modified market capitalization weighted of 50 American Depositary Receipts (""ADRs""), American Depositary Shares (""ADSs"") and/or stocks selected from a universe of all listed ADRs, ADSs and/or stocks of companies from China and India currently trading on U.S. exchanges. It is non-diversified.",http://www.ftportfolios.com,FNI.png,,NYSE Arca,141688123,,,,
FNJN,Finjan Holdings Inc.,Finjan,Application Software,"Finjan Holdings Inc is a cybersecurity business engaged in licensing and enforcement, providing advisory services, developing mobile security applications, and investing in cybersecurity technologies and intellectual property.",https://www.finjan.com,FNJN.png,Philip Hartstein,NASDAQ Capital Market,87309037,Technology,Technology,Software - Application,Application Software
FNK,First Trust Mid Cap Value AlphaDEX Fund,First Trust Mid Cap Value AlphaDEX Fund,,"The investment seeks results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Mid Cap Value Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select value stocks from the NASDAQ US 600 Mid Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology.",http://www.ftportfolios.com,FNK.png,,NASDAQ Global Market,55264069,,,,
FNKO,Funko Inc.,Funko,Travel & Leisure,"Funko Inc is a pop culture consumer products company. It manufactures, designs and markets licensed pop culture products.",https://www.funko.com,FNKO.png,Brian Mariotti,Nasdaq Global Select,871572115,Consumer Cyclical,Consumer Cyclical,Leisure,Travel & Leisure
FNLC,First Bancorp Inc (ME),First Bancorp (ME),Banks,"First Bancorp Inc is a Damariscotta based bank holding company of The First National Bank of Damariscotta providing a range of retail and commercial banking services including deposit accounts and consumer, commercial and mortgage loans.",http://www.thefirstbancorp.com,,,Nasdaq Global Select,282694494,Financial Services,Financial Services,Banks - Regional - US,Banks
FNSR,Finisar Corporation,Finisar,Communication Equipment,"Finisar Corp provides optical subsystems and components that are used in data communication and telecommunication applications. It sells to manufacturers of storage systems, network equipment, telecommunication equipment and their contract manufacturers.",http://www.finisar.com,FNSR.png,Michael E. Hurlston,Nasdaq Global Select,2672109714,Technology,Technology,Communication Equipment,
FNV,Franco-Nevada Corporation,Franco-Nevada,Metals & Mining,"Franco-Nevada Corp is a gold royalty and stream company. It is also engaged in silver, platinum group metals, oil & gas and others. Its portfolio includes approximately 340 mineral and oil & gas assets covering properties from production to exploration.",http://www.franco-nevada.com,FNV.png,David Harquail,New York Stock Exchange,14352917939,Basic Materials,Basic Materials,Gold,Metals & Mining
FNWB,First Northwest Bancorp,First Northwest Bancorp,Banks,First Northwest Bancorp is a bank holding company for First Federal Savings and Loan Association. The Company is engaged in the business of attracting deposits and providing lending services to the communities it serves.,http://www.ourfirstfed.com,FNWB.png,Laurence J. Hueth,NASDAQ Global Market,175547079,Financial Services,Financial Services,Savings & Cooperative Banks,Banks
FNX,First Trust Mid Cap Core AlphaDEX Fund,First Trust Mid Cap Core AlphaDEX Fund,,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Mid Cap Core Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select stocks from the NASDAQ US 600 Mid Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology.",http://www.ftportfolios.com,FNX.png,,NASDAQ Global Market,846301132,,,,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,First Trust Mid Cap Growth AlphaDEX Fund,,"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the Nasdaq AlphaDEX® Mid Cap Growth Index.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is designed to select growth stocks from the NASDAQ US 600 Mid Cap Index (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX® selection methodology.",http://www.ftportfolios.com,FNY.png,,NASDAQ Global Market,222185583,,,,
FOCS,Focus Financial Partners Inc.,Focus Financial Partners,Asset Management,,https://focusfinancialpartners.com,FOCS.png,Ruediger Adolf,Nasdaq Global Select,2007731426,Financial Services,Financial Services,Asset Management,
