Member_number,Date,itemDescription
4448,21/2/2014,other vegetables
4622,12/6/2014,chicken
4018,27/9/2014,sausage
3757,18/12/2014,tropical fruit
1816,9/1/2014,soda
3189,8/2/2014,citrus fruit
4581,5/8/2014,coffee
3416,13/7/2014,chicken
2910,1/3/2014,sugar
2720,26/6/2014,turkey
2351,1/1/2014,cleaner
3348,18/11/2014,herbs
2703,29/9/2014,citrus fruit
2612,4/6/2014,citrus fruit
3299,6/9/2014,beef
3722,20/2/2014,sausage
2289,17/8/2014,soda
4656,5/7/2014,liquor
3485,21/5/2014,pork
4114,7/8/2014,chicken
1586,2/5/2014,pip fruit
2815,30/10/2014,beef
4239,8/12/2014,frankfurter
1494,13/2/2014,bottled water
1747,17/12/2014,canned beer
2218,25/9/2014,pip fruit
4959,20/10/2014,pip fruit
2453,7/5/2014,sausage
4502,27/7/2014,hamburger meat
1504,12/1/2014,sausage
4494,24/4/2014,beef
3610,18/3/2014,other vegetables
3617,16/4/2014,pastry
1279,25/8/2014,chicken
2387,11/3/2014,herbs
2912,24/8/2014,beef
3008,9/7/2014,butter
2739,11/7/2014,root vegetables
2038,28/10/2014,beef
3090,22/11/2014,whipped/sour cream
3142,5/5/2014,butter
2962,7/6/2014,root vegetables
4067,29/4/2014,tropical fruit
1307,15/12/2014,hamburger meat
4917,21/4/2014,pork
2157,26/6/2014,beef
3876,25/8/2014,grapes
1917,25/2/2014,frankfurter
4750,11/4/2014,pork
1820,24/2/2014,meat
2226,1/1/2014,sausage
2801,23/1/2014,root vegetables
3569,6/11/2014,sausage
2950,18/11/2014,canned beer
1382,8/5/2014,citrus fruit
1856,23/10/2014,frankfurter
3059,5/3/2014,sausage
1686,5/5/2014,pork
2065,1/3/2014,sausage
1566,24/1/2014,citrus fruit
1197,3/5/2014,whole milk
4557,11/1/2014,tropical fruit
2495,24/2/2014,other vegetables
3739,20/10/2014,rolls/buns
1621,18/6/2014,other vegetables
2435,2/2/2014,sausage
4948,23/5/2014,root vegetables
4531,11/10/2014,pastry
4384,22/10/2014,bottled water
3441,20/4/2014,other vegetables
2880,4/12/2014,tropical fruit
4268,22/2/2014,frankfurter
4901,12/4/2014,pastry
2606,22/8/2014,citrus fruit
4687,8/4/2014,meat
4121,19/4/2014,ice cream
1160,6/2/2014,whole milk
3122,25/12/2014,soda
1847,10/1/2014,canned beer
3402,24/12/2014,roll products 
3349,9/7/2014,tropical fruit
3967,20/2/2014,other vegetables
2808,23/1/2014,other vegetables
1730,19/8/2014,sugar
2664,8/10/2014,chicken
2584,18/5/2014,chicken
2028,29/10/2014,meat
3636,19/11/2014,rolls/buns
3769,28/1/2014,root vegetables
2338,11/3/2014,newspapers
3593,12/4/2014,ham
4432,4/12/2014,sausage
3721,20/2/2014,specialty cheese
4133,22/8/2014,seasonal products
2541,7/5/2014,newspapers
1897,12/9/2014,sausage
3350,23/5/2014,rolls/buns
3311,18/7/2014,whole milk
4864,16/6/2014,sausage
3732,18/1/2014,ice cream
4494,26/5/2014,chicken
2160,30/7/2014,shopping bags
3812,30/4/2014,bottled water
3872,28/7/2014,root vegetables
4257,14/6/2014,sausage
3891,13/9/2014,chicken
1465,23/1/2014,ham
1440,6/1/2014,tropical fruit
4974,18/7/2014,rolls/buns
1282,24/10/2014,other vegetables
1824,8/8/2014,sausage
4195,9/9/2014,berries
4389,31/10/2014,frankfurter
2855,17/1/2014,yogurt
4803,30/12/2014,bottled water
2633,16/5/2014,bottled water
3531,26/12/2014,berries
4721,16/6/2014,pastry
1644,28/2/2014,citrus fruit
1053,5/11/2014,chicken
2464,11/6/2014,sausage
1765,21/10/2014,fruit/vegetable juice
2973,26/10/2014,beverages
4297,2/8/2014,UHT-milk
4364,21/1/2014,turkey
3531,25/8/2014,white wine
4217,15/3/2014,other vegetables
4723,7/11/2014,other vegetables
3161,22/11/2014,sausage
4024,21/11/2014,liver loaf
4969,6/12/2014,butter milk
4762,15/1/2014,pip fruit
2746,20/4/2014,rolls/buns
2972,19/2/2014,frankfurter
3569,27/5/2014,frankfurter
4355,13/1/2014,whole milk
2863,12/3/2014,frankfurter
4740,3/9/2014,dessert
2201,4/2/2014,other vegetables
2645,9/10/2014,oil
3783,4/6/2014,red/blush wine
1440,26/7/2014,rolls/buns
3186,24/7/2014,tropical fruit
1979,7/9/2014,root vegetables
2401,11/5/2014,yogurt
4337,28/8/2014,sausage
2112,6/6/2014,whole milk
1072,23/6/2014,ham
1996,2/2/2014,domestic eggs
1269,24/4/2014,tropical fruit
2341,23/1/2014,root vegetables
2204,13/6/2014,chicken
2729,30/9/2014,pork
3435,10/4/2014,coffee
1755,4/6/2014,waffles
2909,30/1/2014,butter
2372,10/10/2014,sausage
4342,27/10/2014,other vegetables
4772,22/6/2014,house keeping products
1741,12/7/2014,liver loaf
4598,5/9/2014,citrus fruit
1677,21/2/2014,hamburger meat
3667,13/12/2014,sausage
3273,4/2/2014,other vegetables
1026,23/8/2014,citrus fruit
4671,20/1/2014,sausage
3764,22/1/2014,other vegetables
4293,28/3/2014,ham
4512,13/6/2014,tropical fruit
2755,19/8/2014,napkins
4146,24/8/2014,whole milk
3564,23/2/2014,brown bread
4922,18/2/2014,sausage
3680,21/1/2014,hamburger meat
2664,8/1/2014,citrus fruit
1411,15/4/2014,beverages
2633,7/9/2014,frozen meals
3137,26/8/2014,beef
1672,26/1/2014,sausage
3344,21/11/2014,sausage
3248,7/4/2014,hamburger meat
2004,22/6/2014,grapes
3989,23/9/2014,meat
2451,28/9/2014,other vegetables
2383,13/1/2014,pork
3546,12/10/2014,tropical fruit
2427,22/12/2014,pip fruit
2859,27/2/2014,brown bread
3509,5/10/2014,waffles
3811,7/7/2014,whole milk
4127,18/3/2014,whole milk
2166,7/3/2014,root vegetables
2526,8/2/2014,other vegetables
3342,15/12/2014,pork
4109,3/6/2014,pet care
2930,14/2/2014,bottled water
3844,10/6/2014,yogurt
2736,14/10/2014,UHT-milk
2411,7/1/2014,canned beer
3423,15/3/2014,bottled water
2391,18/1/2014,citrus fruit
1597,12/10/2014,UHT-milk
2510,13/8/2014,whole milk
3776,28/11/2014,chicken
1138,7/7/2014,citrus fruit
3799,10/11/2014,pork
1022,7/6/2014,sausage
1961,6/7/2014,citrus fruit
3102,17/4/2014,beef
4704,7/11/2014,berries
4192,8/6/2014,beverages
2957,6/6/2014,shopping bags
3921,16/6/2014,chicken
1904,24/3/2014,napkins
4426,30/10/2014,coffee
2383,18/9/2014,root vegetables
4788,17/2/2014,other vegetables
1752,12/7/2014,canned beer
5000,16/11/2014,bottled beer
4353,26/9/2014,bottled beer
1372,4/5/2014,hamburger meat
4515,23/6/2014,frankfurter
2718,25/1/2014,root vegetables
2148,13/1/2014,soda
4808,20/11/2014,soap
4711,19/6/2014,yogurt
4228,8/2/2014,soda
1522,23/8/2014,newspapers
2291,29/9/2014,whole milk
3203,17/6/2014,frankfurter
3413,2/8/2014,frankfurter
4262,21/6/2014,canned beer
2581,17/3/2014,sparkling wine
1687,24/2/2014,sausage
4957,19/5/2014,detergent
2840,22/7/2014,butter
4738,8/6/2014,bottled beer
1970,11/6/2014,ham
1491,8/11/2014,hygiene articles
2015,4/8/2014,tropical fruit
1961,16/1/2014,tropical fruit
3155,22/9/2014,meat
1993,12/10/2014,chicken
3049,30/9/2014,pet care
4019,14/10/2014,beverages
1826,19/12/2014,sausage
1629,22/7/2014,yogurt
4075,8/3/2014,whole milk
1241,3/1/2014,oil
1542,22/7/2014,sausage
1274,10/7/2014,coffee
4182,5/1/2014,liver loaf
4401,18/3/2014,sausage
4766,20/9/2014,frankfurter
4880,11/9/2014,whipped/sour cream
1939,28/3/2014,frozen vegetables
4341,26/10/2014,whipped/sour cream
4480,17/5/2014,frankfurter
3997,22/11/2014,whole milk
3674,8/7/2014,yogurt
1608,26/7/2014,napkins
2088,21/9/2014,root vegetables
3897,9/12/2014,bottled water
4783,10/5/2014,other vegetables
4813,20/11/2014,bottled water
4842,30/6/2014,pip fruit
2971,4/3/2014,napkins
4972,13/12/2014,tropical fruit
4215,10/4/2014,yogurt
1001,7/2/2014,sausage
4535,9/7/2014,yogurt
2252,13/4/2014,cream cheese 
2433,8/4/2014,pip fruit
1935,28/8/2014,pip fruit
2484,17/8/2014,hamburger meat
2900,23/11/2014,sugar
4504,24/9/2014,sausage
4183,12/10/2014,sausage
3651,22/6/2014,sausage
1381,5/2/2014,coffee
1190,18/5/2014,pip fruit
1262,22/7/2014,whole milk
3555,14/10/2014,onions
3621,4/1/2014,ham
2831,30/5/2014,soda
3508,15/12/2014,root vegetables
1468,12/7/2014,ham
3269,9/7/2014,sausage
3844,24/6/2014,semi-finished bread
4950,30/8/2014,other vegetables
4129,23/10/2014,cream cheese 
1596,12/10/2014,dessert
4372,17/4/2014,whole milk
2183,13/7/2014,frankfurter
3617,1/10/2014,liquor (appetizer)
4692,10/8/2014,curd
2210,30/12/2014,curd
1605,13/11/2014,other vegetables
3604,13/9/2014,pork
3524,1/8/2014,frozen meals
2089,20/8/2014,soda
1522,27/3/2014,sausage
1461,5/8/2014,other vegetables
3338,25/12/2014,pip fruit
2608,2/5/2014,tropical fruit
4103,17/5/2014,canned beer
2747,7/4/2014,root vegetables
2955,21/3/2014,sausage
3699,14/8/2014,bottled water
3561,27/12/2014,citrus fruit
4579,28/2/2014,whole milk
3232,10/9/2014,pastry
2904,7/4/2014,pip fruit
2251,9/6/2014,pork
1174,26/7/2014,citrus fruit
1725,21/8/2014,curd
4646,28/12/2014,UHT-milk
4348,4/11/2014,rolls/buns
2589,23/10/2014,whole milk
3693,6/6/2014,root vegetables
4154,26/5/2014,white bread
3596,16/12/2014,nuts/prunes
1063,7/6/2014,whole milk
4247,2/1/2014,soda
4596,28/10/2014,hygiene articles
1246,29/12/2014,other vegetables
1916,21/5/2014,citrus fruit
3157,25/4/2014,sausage
3313,1/3/2014,bottled beer
3210,9/2/2014,pork
2663,2/8/2014,other vegetables
4339,27/3/2014,berries
1216,7/2/2014,citrus fruit
3830,23/8/2014,sausage
1980,14/5/2014,citrus fruit
2219,30/5/2014,root vegetables
1461,11/8/2014,bottled beer
1121,15/3/2014,coffee
4664,2/9/2014,citrus fruit
4432,4/9/2014,tropical fruit
1474,10/4/2014,frankfurter
4651,27/9/2014,white wine
3889,23/12/2014,other vegetables
1767,24/11/2014,sparkling wine
1883,1/4/2014,frankfurter
4882,8/10/2014,whipped/sour cream
3119,22/1/2014,salty snack
4712,19/3/2014,whole milk
2347,15/1/2014,sausage
2549,27/12/2014,dessert
3938,11/10/2014,citrus fruit
2483,14/8/2014,pip fruit
4307,5/7/2014,yogurt
4628,28/11/2014,butter
4722,8/7/2014,tropical fruit
2577,8/3/2014,root vegetables
3452,21/2/2014,meat
2732,26/2/2014,salty snack
3022,19/9/2014,beef
2727,23/1/2014,fish
3480,10/8/2014,root vegetables
3602,27/10/2014,whole milk
3855,11/1/2014,coffee
2653,21/4/2014,pastry
2887,5/12/2014,waffles
1209,1/11/2014,sausage
3775,8/9/2014,sausage
4887,30/3/2014,soda
2597,21/9/2014,sausage
1798,17/1/2014,pip fruit
2475,26/1/2014,citrus fruit
3092,2/9/2014,brown bread
3521,25/12/2014,soda
1289,9/5/2014,rolls/buns
1159,28/1/2014,citrus fruit
1774,8/6/2014,butter
3090,2/10/2014,whole milk
2756,8/10/2014,fruit/vegetable juice
4201,6/8/2014,flower (seeds)
1922,6/4/2014,chocolate
4244,16/12/2014,frozen fruits
1778,22/12/2014,beef
4130,1/8/2014,root vegetables
1868,1/11/2014,whole milk
3307,21/3/2014,sausage
1333,27/11/2014,whole milk
1892,21/7/2014,butter
3560,21/7/2014,citrus fruit
1488,30/1/2014,meat
4222,20/5/2014,sausage
4548,2/1/2014,UHT-milk
1480,4/2/2014,tropical fruit
3573,19/11/2014,bottled water
4431,16/3/2014,salty snack
4847,16/10/2014,frankfurter
4669,13/4/2014,tropical fruit
4013,21/7/2014,tropical fruit
1599,21/8/2014,sausage
3009,19/4/2014,frankfurter
3526,24/10/2014,sausage
2455,7/4/2014,rolls/buns
1942,15/10/2014,hamburger meat
3855,8/6/2014,meat
4661,16/8/2014,hamburger meat
1056,24/9/2014,ham
3996,27/11/2014,beef
4879,12/4/2014,meat
3965,30/12/2014,tropical fruit
3172,1/8/2014,whole milk
3028,25/4/2014,frankfurter
1462,24/9/2014,bottled water
2075,3/5/2014,citrus fruit
4901,30/5/2014,other vegetables
1738,6/9/2014,dessert
4011,28/8/2014,oil
3683,7/11/2014,bottled water
2453,6/6/2014,root vegetables
2900,19/2/2014,chicken
3297,22/3/2014,whole milk
1247,4/10/2014,frozen vegetables
3731,29/5/2014,tropical fruit
4638,19/2/2014,root vegetables
1883,8/6/2014,pork
2597,15/4/2014,cream cheese 
1625,8/9/2014,zwieback
3867,10/8/2014,chicken
1642,28/9/2014,bottled water
2133,5/7/2014,pork
3697,16/1/2014,sausage
3520,19/11/2014,whole milk
3106,11/5/2014,nuts/prunes
2900,5/3/2014,sausage
4623,18/12/2014,brandy
4809,28/5/2014,chicken
2023,31/3/2014,spread cheese
1922,1/1/2014,tropical fruit
3100,19/12/2014,canned beer
2299,4/4/2014,chicken
2778,26/4/2014,yogurt
1263,11/5/2014,citrus fruit
1457,9/7/2014,waffles
3141,3/7/2014,chicken
2553,15/8/2014,chewing gum
1879,15/8/2014,whole milk
4261,8/2/2014,bottled beer
4414,17/2/2014,rolls/buns
4884,30/1/2014,other vegetables
1743,17/1/2014,frankfurter
3713,31/1/2014,finished products
2955,10/8/2014,sausage
3689,3/5/2014,sausage
4224,30/8/2014,rolls/buns
4641,16/3/2014,root vegetables
3793,7/9/2014,whole milk
3838,5/8/2014,whole milk
4774,24/7/2014,sausage
2093,2/6/2014,whole milk
4234,27/10/2014,pip fruit
3221,28/10/2014,soda
2565,1/5/2014,sausage
2534,14/6/2014,frankfurter
1141,8/6/2014,cat food
2396,12/4/2014,frankfurter
3127,21/10/2014,pork
3248,6/2/2014,pork
4658,26/1/2014,canned beer
1457,22/9/2014,grapes
3642,8/11/2014,pork
4330,26/3/2014,beef
2274,11/4/2014,beef
4575,6/1/2014,sausage
3600,3/9/2014,frankfurter
4155,15/3/2014,tropical fruit
2272,7/6/2014,frankfurter
3709,1/10/2014,pastry
1983,21/7/2014,whole milk
4556,4/11/2014,ham
3586,27/10/2014,rolls/buns
1280,20/3/2014,finished products
2144,13/7/2014,pork
1945,2/12/2014,oil
4749,1/10/2014,finished products
1010,27/8/2014,frankfurter
3028,7/10/2014,chicken
4853,24/12/2014,frozen meals
1878,7/9/2014,curd
1064,3/9/2014,root vegetables
4781,18/5/2014,beverages
1817,2/11/2014,whole milk
4457,21/6/2014,pork
4311,23/6/2014,frozen meals
2244,7/11/2014,beef
1385,28/3/2014,coffee
1218,7/9/2014,pork
2067,10/10/2014,jam
3342,24/7/2014,chocolate
2086,29/5/2014,soda
3763,14/6/2014,ham
4852,23/12/2014,chewing gum
1572,13/8/2014,finished products
1760,21/9/2014,soda
1616,1/4/2014,frankfurter
1463,17/11/2014,other vegetables
1415,28/12/2014,sausage
2106,20/1/2014,pastry
3751,15/2/2014,specialty bar
2001,18/10/2014,butter milk
3843,6/9/2014,tropical fruit
4400,31/1/2014,pet care
4324,25/1/2014,chicken
3583,31/1/2014,other vegetables
2312,25/2/2014,other vegetables
1756,3/6/2014,whole milk
3486,27/1/2014,whole milk
2991,30/4/2014,tropical fruit
1612,19/11/2014,sausage
4614,1/12/2014,sausage
3780,24/2/2014,rolls/buns
3248,16/4/2014,UHT-milk
2584,14/2/2014,whole milk
2963,27/5/2014,citrus fruit
3225,25/6/2014,white wine
2564,20/12/2014,curd
3501,13/6/2014,bottled beer
1450,17/11/2014,root vegetables
4445,7/11/2014,yogurt
1825,27/5/2014,zwieback
2573,19/1/2014,ham
3003,8/3/2014,citrus fruit
4851,8/11/2014,whole milk
1982,12/10/2014,liqueur
3952,4/11/2014,beef
4697,7/5/2014,semi-finished bread
1690,13/3/2014,frankfurter
1257,16/9/2014,rolls/buns
3082,4/8/2014,frankfurter
4909,20/7/2014,hamburger meat
1814,17/7/2014,other vegetables
2346,22/3/2014,condensed milk
2861,15/4/2014,whole milk
4558,27/8/2014,other vegetables
3291,14/1/2014,butter milk
4963,28/1/2014,bottled beer
4695,22/12/2014,beef
4002,8/7/2014,curd
3753,6/9/2014,bottled beer
1225,2/9/2014,pastry
4104,1/9/2014,white wine
4265,6/5/2014,other vegetables
2504,24/4/2014,whole milk
3249,22/12/2014,ham
4461,30/3/2014,tropical fruit
1489,4/11/2014,sausage
3911,1/8/2014,other vegetables
2443,10/3/2014,sausage
3800,14/7/2014,domestic eggs
4265,31/10/2014,other vegetables
4971,7/11/2014,sausage
2357,15/8/2014,tropical fruit
3263,17/7/2014,waffles
2443,2/9/2014,pastry
3378,20/1/2014,pork
1870,6/6/2014,waffles
4355,10/9/2014,pip fruit
3832,26/6/2014,rolls/buns
4120,22/9/2014,yogurt
2555,26/11/2014,frankfurter
1103,22/11/2014,cream
3795,2/7/2014,yogurt
2544,11/1/2014,instant coffee
4098,12/9/2014,berries
1274,16/5/2014,dessert
4535,31/8/2014,whole milk
1643,12/4/2014,whole milk
4622,18/5/2014,brown bread
1309,20/4/2014,sausage
2193,8/10/2014,onions
1388,19/11/2014,hygiene articles
3298,5/2/2014,whole milk
4488,16/12/2014,other vegetables
3682,14/9/2014,tropical fruit
1448,5/7/2014,salty snack
1340,29/3/2014,whole milk
4578,12/8/2014,yogurt
2937,2/8/2014,pork
1511,28/8/2014,bottled water
3610,16/9/2014,whole milk
3140,26/3/2014,salty snack
2165,27/9/2014,bottled beer
2059,31/5/2014,ham
3561,8/4/2014,ice cream
3552,29/10/2014,chocolate marshmallow
1942,22/7/2014,pip fruit
3502,12/7/2014,whole milk
2929,24/9/2014,yogurt
1475,21/9/2014,yogurt
2042,31/8/2014,hygiene articles
4391,19/10/2014,UHT-milk
2674,1/5/2014,root vegetables
3398,4/1/2014,chocolate
4967,16/9/2014,sausage
3522,23/3/2014,tropical fruit
2244,19/1/2014,finished products
2593,13/10/2014,tropical fruit
3299,9/1/2014,ham
1959,2/5/2014,root vegetables
1648,13/2/2014,newspapers
3740,19/5/2014,pork
3505,30/11/2014,coffee
3350,21/1/2014,citrus fruit
3948,17/9/2014,bottled beer
2506,9/5/2014,frankfurter
1575,14/2/2014,rolls/buns
2289,20/11/2014,frankfurter
4621,28/3/2014,chicken
4408,1/2/2014,pip fruit
2643,16/4/2014,citrus fruit
2132,29/7/2014,root vegetables
4340,24/8/2014,other vegetables
3421,13/3/2014,frankfurter
3982,27/5/2014,meat
3252,14/5/2014,whole milk
4586,17/5/2014,rolls/buns
3383,12/2/2014,soda
4886,18/9/2014,sliced cheese
2810,5/11/2014,sausage
2745,27/4/2014,root vegetables
1983,19/5/2014,hamburger meat
2660,11/9/2014,tropical fruit
4193,29/12/2014,bottled beer
2430,3/2/2014,sausage
1548,22/2/2014,condensed milk
4459,21/11/2014,whole milk
2198,10/8/2014,chicken
4508,22/8/2014,whole milk
3322,13/8/2014,beef
4356,25/6/2014,root vegetables
1913,11/6/2014,chicken
4548,20/10/2014,pork
2585,28/9/2014,frozen vegetables
4684,31/8/2014,whole milk
4152,21/12/2014,hamburger meat
4954,18/7/2014,frankfurter
2444,19/6/2014,tropical fruit
1735,6/8/2014,soda
4038,23/6/2014,yogurt
3453,4/9/2014,UHT-milk
3252,29/10/2014,pastry
4830,20/11/2014,citrus fruit
3087,27/12/2014,white bread
2641,23/7/2014,oil
2648,25/4/2014,root vegetables
3246,29/10/2014,pork
2047,5/1/2014,tropical fruit
1163,11/3/2014,sausage
3577,5/9/2014,meat
4972,4/8/2014,sausage
4789,12/8/2014,curd
2413,18/1/2014,whole milk
2824,17/9/2014,sausage
2547,10/11/2014,sausage
4585,18/5/2014,shopping bags
1584,28/12/2014,UHT-milk
1814,1/2/2014,frankfurter
3956,15/8/2014,soda
2722,13/11/2014,citrus fruit
3957,29/7/2014,chicken
3621,22/5/2014,pork
1360,17/1/2014,frankfurter
3377,29/8/2014,pip fruit
1634,16/9/2014,chicken
1209,26/8/2014,ham
2160,19/5/2014,beverages
1476,31/3/2014,margarine
4442,24/3/2014,pork
3588,17/4/2014,ham
1141,15/12/2014,berries
1564,30/10/2014,tropical fruit
1725,27/10/2014,tropical fruit
4204,1/4/2014,pastry
2779,22/11/2014,dessert
4335,1/3/2014,whole milk
3755,19/11/2014,ice cream
1583,9/2/2014,sliced cheese
3649,12/2/2014,beef
1531,24/9/2014,meat
2199,2/6/2014,citrus fruit
3211,16/12/2014,tropical fruit
2330,5/11/2014,sausage
1753,12/12/2014,whole milk
2695,4/8/2014,frozen meals
4839,3/6/2014,sausage
2271,25/6/2014,sausage
3632,5/10/2014,newspapers
3710,14/9/2014,whole milk
4828,8/5/2014,beef
3553,3/6/2014,pip fruit
3177,18/10/2014,yogurt
2300,16/3/2014,pork
4653,9/11/2014,ice cream
4124,25/12/2014,chicken
1677,24/7/2014,citrus fruit
1926,25/7/2014,frankfurter
3156,13/11/2014,sausage
4993,19/8/2014,tropical fruit
1396,3/12/2014,sausage
1353,27/12/2014,cooking chocolate
2356,21/4/2014,chicken
4028,10/10/2014,semi-finished bread
1878,9/1/2014,chicken
2048,24/2/2014,semi-finished bread
3639,29/11/2014,yogurt
2113,19/9/2014,yogurt
1440,14/7/2014,whole milk
1285,8/1/2014,butter
3242,29/7/2014,UHT-milk
2808,2/9/2014,cereals
4763,29/9/2014,other vegetables
1176,9/5/2014,tropical fruit
1077,30/12/2014,rolls/buns
1933,21/10/2014,tropical fruit
1594,15/4/2014,sugar
3915,14/4/2014,pastry
3992,15/11/2014,cream cheese 
1426,26/10/2014,root vegetables
2688,18/10/2014,canned beer
3378,12/9/2014,rolls/buns
4201,17/11/2014,soda
2927,17/4/2014,beverages
1801,7/9/2014,other vegetables
4076,17/11/2014,other vegetables
3117,9/1/2014,berries
2168,7/2/2014,grapes
2686,9/12/2014,soda
4868,14/6/2014,other vegetables
4706,31/3/2014,zwieback
4705,20/6/2014,rolls/buns
3184,19/3/2014,root vegetables
4876,14/5/2014,yogurt
1202,29/7/2014,yogurt
2884,17/3/2014,bottled water
4314,12/2/2014,other vegetables
2331,28/12/2014,rolls/buns
3917,6/3/2014,grapes
3005,10/7/2014,tropical fruit
1058,7/8/2014,yogurt
4201,12/9/2014,curd
1454,28/1/2014,brown bread
4546,20/3/2014,oil
4050,9/3/2014,beef
3132,14/9/2014,pastry
2014,18/7/2014,whole milk
3324,29/12/2014,pastry
1750,28/5/2014,beef
4165,12/1/2014,tropical fruit
3129,26/7/2014,pastry
2742,2/6/2014,coffee
3892,7/4/2014,newspapers
3325,16/11/2014,whole milk
2671,2/12/2014,pip fruit
1052,29/9/2014,butter
2827,16/10/2014,citrus fruit
4339,10/6/2014,meat spreads
2127,20/1/2014,whole milk
4420,26/9/2014,whole milk
3464,7/3/2014,salt
1052,20/11/2014,bottled water
2906,15/10/2014,coffee
3828,25/4/2014,whole milk
2374,14/5/2014,onions
2041,9/2/2014,condensed milk
1488,22/6/2014,root vegetables
2373,22/8/2014,newspapers
1366,29/8/2014,other vegetables
