title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
Epen Cupen the Movie,2015,"Celo a young man from Papua, prompting his father to go look for the lost twin brother since childhood. Celo set off by following the instructions of the dream of his father who saw his ...",Comedy,SU,5.3,26,Indonesian,Irham Acho Bahtiar,"['Keisha Shadè Akinyemi', 'Abdur Arsyad', 'Nato Beko', 'Babe Cabita', 'Klemen Awi Celo', 'Deddy Mahendra Desta', 'Fico Fachriza', 'Pierre Gruno', 'Edward Gunawan', 'Marissa Nasution', 'Temon Rarameha', 'Uus', nan, nan, nan]",91 min
Filosofi Kopi,2015,"A coffee shop struggling to pay their debts, while at the same time maintaining their principles.",Drama,,7.1,604,Indonesian,Angga Dwimas Sasongko,"['Rio Dewanto', 'Chicco Jerikho', 'Julie Estelle', 'Jajang C. Noer', 'Slamet Rahardjo', 'Ronny P. Tjandra', 'Otig Pakis', 'Melissa Karim', 'Westny Dj', 'Aufa Assagaf', 'Muhammad Aga', 'Joko Anwar', 'Baim Wong', nan, nan]",117 min
Gangster,2015,"Jamroni, a village boy, went to Jakarta to find Sari, his childhood love, and to find the truth about himself. But instead, he is involved in a feud between two powerful figures concerning arranged marriage of the daughter.",Action,,5.9,31,Indonesian,Fajar Nugros,"['Hamish Daud', 'Nina Kozok', 'Agus Kuncoro', 'Dwi Sasono', 'Eriska Rein', 'Dominique Sanda', 'Ganindra Bimo', 'Yayan Ruhian', 'Kelly Tandiono', 'Dede Yusuf', 'Lukman Sardi', 'Dian Sastrowardoyo', 'Raihan Khan', 'Avrilla Sigarlaki', 'Akbar Kobar']",99 min
Garuda Superhero,2015,"An anti-asteroid nuclear missile has been stolen by a terrorist group led by Durja King, who intends to use the weapon as a threat against the world's superpower countries. Only the Garuda Superhero, stands in the way of his evil plans.",Action,,3.6,14,Indonesian,X. Jo,"['Rizal Idrus', 'Slamet Rahardjo', 'Robby Sugara', 'Agus Kuncoro', 'Rudy Salam', 'Piet Pagau', 'Alexa Key', 'Kia Poetri', 'Balqis Inzalna', 'Jacopo Maugeri', nan, nan, nan, nan, nan]",85 min
Guru Bangsa Tjokroaminoto,2015,"In 1912, Javanese activist Omar Said Tjokroaminoto (Reza Rahadian) co-founds the Sarekat Islam party to fight injustices of the Dutch East Indies' colonial regime.",Biography,,7.3,92,Indonesian,Garin Nugroho,"['Alex Abbad', 'Putri Ayudya', 'Maia Estianty', 'Egy Fedly', 'Tanta Ginting', 'Ade Firman Hakim', 'Christine Hakim', 'Chelsea Islan', 'Ibnu Jamil', 'Alex Komang', 'Deva Mahenra', 'Christoffer Nelwan', 'Arjan Onderdenwijngaard', 'Didi Petet', 'Reza Rahadian']",161 min
Hijab,2015,"Four best friends were independent women in the first place. After three of them married, they became wives who would always serve their husbands and decided to wear hijab in different ...",Comedy,,5.6,16,Indonesian,Hanung Bramantyo,"['Meriam Bellina', 'Tika Bravani', 'Nino Fernandez', 'Sophia Latjuba', 'Mike Lucock', 'Zaskia Adya Mecca', 'Ananda Omesh', 'Carissa Putri', 'Natasha Rizki', 'Dion Wiyoko', nan, nan, nan, nan, nan]",100 min
Jendral Soedirman,2015,"The Dutch declares unilaterally that they are not longer bound by the Renville Treaty, and to stop the ceasefire. On December 19, 1948, Army Commander General Spoor Noord Simons leads ...",Action,SU,7.3,32,Indonesian,Viva Westi,"['Adipati Dolken', 'Ibnu Jamil', 'Gogot Suryanto', 'Angga Riyadi', 'Ahmad Ramadhan', 'Anintriyoga Dian', 'Wawan Cenut', 'Gregorius Andika', 'Ahmad Andaru', 'Ahmadulloh', 'Anggi Agus', 'Anto Galon', 'Annisa Hertami', 'Hans de Kraker', 'Mathias Muchus']",
Kakak,2015,"Adi and Kirana have been married for a long time but are still childless. Adi decides that a move outside of town. Kirana starts to feel that there is something strange with their new home. a girl ghost who she calls ""SISTER"".",Horror,,6.2,11,Indonesian,Ivander Tedjasukmana,"['Laudya Cynthia Bella', 'Surya Saputra', 'Yafi Tesa Zahara', 'Ence Bagus', 'Miea Kusuma', 'Marsha Lavenia', 'Gading Marten', 'Totos Rasiti', 'Ivanka Suwandi', 'Nina Tamam', nan, nan, nan, nan, nan]",
Kapan Kawin?,2015,A successful Hotel Manager tired being bullied by her parents because she's single and didn't have a plan to get married soon. She then took an extreme move hired an eccentric actor to pretend to become her boyfriend while visiting them.,Comedy,SU,7.3,202,Indonesian,Ody C. Harahap,"['Adinia Wirasti', 'Reza Rahadian', 'Adi Kurdi', 'Ivanka Suwandi', 'Febby Febiola', 'Erwin Sutodihardjo', 'Firman Ferdiansyah', 'Ellis Alisha', 'Yayu A.W. Unru', 'Aghi Narottama', 'Wicaksono Wisnu Legowo', nan, nan, nan, nan]",
Komedi Moderen Gokil,2015,The new detective has to investigate the affair of the husband from his boarding house's madam.,Comedy,,4.8,5,Indonesian,Cuk Fk,"['Dodit Mulyanto', 'Boris Bokir', 'Indro Warkop', 'Kartika Putri', 'Nadine Alexandra', 'Pamela Safitri', 'Maya Wulan', 'Ovi Sovianti', 'Tarzan', 'Ria Winata', 'Henky Solaiman', 'Ikhsan Saleh', 'Risma Nilawati', nan, nan]",95 min
Lily Bunga Terakhirku,2015,"As a child, Tura, witnessed thieves to rape and kill his mother. After he buried her mother in the back garden of his home, he takes care of himself until adulthood and became a florist ...",Drama,17+,7.8,12,Indonesian,Indra Birowo,"['Salvita Decorte', 'Baim Wong', 'Wulan Guritno', 'Haykal', 'Zidane', 'Tanta Ginting', 'Abdurrahaman', 'Verdi Solaiman', 'Mike Lucock', 'Ilya Sigma', 'Caradith', 'Ameliia dyah ayu Pamukir', 'Tamiraz', 'Tutry', 'Gracia']",83 min
Love & Faith,2015,"The plot is about Kwee Tjie Hoei, a senior high school graduate who comes from an ordinary family who provides his younger brother Kwee Tjie Ong with the opportunity to continue his ...",Biography,,7.7,26,Indonesian,Benni Setiawan,"['Verdi Solaiman', 'Laura Basuki', 'Rio Dewanto', 'Ferry Salim', 'Chiu Yen Irina Tan', 'Dion Wiyoko', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Love You... Love You Not,2015,A love triangle gets complicated when a female English tutor unknowingly gets between a hot-tempered guy and his off-to-the-United States girlfriend.,Comedy,,5.3,47,Indonesian,Sridhar Jetty,"['Chelsea Islan', 'Hamish Daud', 'Miller Khan', 'R.R. Melati Pinaring', 'Fico Fachriza', 'Kemal Palevi', 'Reynold Hamzah', 'Rizka Dwi Septiana', 'Arkanda Saezario Wicaksono', nan, nan, nan, nan, nan, nan]",95 min
Magic Hour,2015,"Raina (Michelle Ziudith) is in dilemma when she met Dimas (Dimas Anggara), an interesting yet ignorant man who got her attention. As they become closer, Toby (Rizky Nazar), Raina's childhood friend, suddenly proclaimed his love for Raina.",Drama,,6.2,43,Indonesian,Asep Kusdinar,"['Michelle Ziudith', 'Dimas Anggara', 'Rizky Nazar', 'Nadya Arina', 'Meriam Bellina', 'Ira Wibowo', 'Anisa Rahma', 'Surya Saputra', 'Maeeva Amin', 'Ramzi', 'Artta Ivano', 'Tasya Djerly Emor', 'Miqdad Addausy', 'Rieski Rucita', 'Raka Hutchison']",96 min
Melancholy Is A Movement,2015,"It was based on a movie maker, he try to explore what he wants in his career, and his struggle, on how he want for his dream to be come true.",Drama,,6.5,19,Indonesian,Richard Oh,"['Joko Anwar', 'Fachry Albar', 'Amink', 'Ario Bayu', 'Karina Salim', 'Aimee Saras', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Mencari Hilal,2015,"With special agreement with his sister, not so close son agree to accompanied his strictly religious father journey to find ""Hilal"".",Adventure,,7.7,71,Indonesian,Ismail Basbeth,"['Deddy Sutomo', 'Oka Antara', 'Haydar Salishz', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",94 min
Menuju Rembulan,2015,"A dreamy, absurdist fantasy film based on Indonesian legends. Asa is the daughter of a seer. To escape her mother's clutches, she lives hidden in a forest. One day, she is collected by a dog, who turns out to be a man sent by her mother.",Drama,,6.1,56,Indonesian,Ismail Basbeth,"['Tara Basro', 'Ratu Anandita', 'Cornelio Sunny', 'Endang Sukeksi', 'Mila Rosinta Totoatmojo', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80 min
Misterius,2015,,Horror,,5.0,9,Indonesian,Muhammad Yusuf,"['Sofia Adios', 'Efritha Berliana', 'Muhammad Iqbal', 'Ayub Darjam', 'Lia Waode', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",81 min
Nada Untuk Asa,2015,"Nada was happily married to her husband, until her husband died due to cancer, her life turn into 180 degree, after one of the doctor that took care of her husband revealed that her husband...",Drama,,6.7,15,Indonesian,Charles Gozali,"['Marsha Timothy', 'Acha Septriasa', 'Darius Sinathrya', 'Inong Nidya Ayu', 'Wulan Guritno', 'Mathias Muchus', nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Nay,2015,,Drama,,6.2,8,Indonesian,Djenar Maesa Ayu,"['Sha Ine Febriyanti', 'Paul Agusta', 'Joko Anwar', 'Niniek L. Karim', 'Cinta Ramlan', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",80 min
Negeri Van Oranje,2015,Five best friends who came from a foreign country studied in Netherlands. There they struggled with money and a lot of things but their friendship was a journey worth more than money.,Adventure,,7.4,269,Indonesian,Endri Pelita,"['Tatjana Saphira', 'Chicco Jerikho', 'Abimana Aryasatya', 'Arifin Putra', 'Ge Pamungkas', 'Maudy Koesnaedi', 'Patricio', 'Meggie Rose Mizner', 'Ajibonkna', 'Lavinia Ursula Carolina', 'Alam', 'Wizzy', 'Arne Luiting', 'Agung Udijana', 'Robin Hagens']",
Ngenest,2015,"Ernest, an Indonesia guy of Chinese descent, has to deal with his life as a Chinese-born, how he often got bullied in school, and how he decided to find a local girl to marry.",Comedy,,7.0,392,Indonesian,Ernest Prakasa,"['Ernest Prakasa', 'Lala Karmela', 'Morgan Oey', 'Kevin Anggara', 'Brandon Salim', 'Olga Lydia', 'Ferry Salim', 'Budi Dalton', 'Fitria Sechan', 'Angie Ang', 'Franda', 'Lolox', 'Ge Pamungkas', 'Regina Rengganis', 'Henky Solaiman']",
November 10th,2015,"Musa, a thirteen-year-old shoe shiner, with Yumna, undergoes destiny through their adventure of waging war during the war time. Will they manage to bring peace among the troops keeping on fighting for nothing?",Animation,,7.1,"2,714",Indonesian,Aryanto Yuniawan,"['Reza Rahadian', 'Maudy Ayunda', 'Keagan Kang', 'Marlon Dance-Hooi', 'Joe Murray', 'Novie Burhan', 'Suzuki Nobuyuki', 'Alistair Hendry', 'Angela Nazar', 'Tato', 'Joy', 'Andromeda', 'Sana Hamada', 'Ian Saybani', 'Nathan']",99 min
Pizza Man,2015,Three girls waking up from a hang over only to find the house is trashed and a mysterious pizza delivery guy is in a coma in their bathtub. They have to remember what happened the night ...,Action,SU,6.1,14,Indonesian,Ceppy Gober,"['Joanna Alexandra', 'Yuki Kato', 'Karina Nadila', 'Gandhi Fernando', 'Chika Waode', 'Kemal Palevi', 'Babe Cabita', 'Dhea Ananda', 'Rangga Djoned', 'Bran Vargas', 'Henky Solaiman', 'Zerny Rusmalia', 'Dennis Adhiswara', 'Meisya Siregar', 'Novita Angie']",90 min
Romeo + Rinjani,2015,"Romeo (Deva Mahenra), works as a freelance photographer for an outdoor adventure magazine. One day, he got a job to take photographs on Mount Rinjani. On the way to Rinjani, Romeo meets someone who will change his life.",Adventure,R,6.1,11,Indonesian,Fajar Bustomi,"['Deva Mahenra', 'Kimberly Ryder', 'Alexa Key', 'Donna Harun', 'Fico Fachriza', 'Jessyca Stefani Auryn', 'Novi Herlina', 'Gary M. Iskak', 'Ananda Fatturahman', 'Sam Brodie', 'Sammy Notaslimboy', 'Sandrinna Michelle', 'Uus', 'Amel Alvie', 'Ranty Purnamasari']",85 min
Sagarmatha,2015,Two best friends embark on a journey to Sagarmatha (Nepalese for Mount Everest) to fulfill their dreams and promise to each other of climbing the tallest mountain in the world.,Adventure,,7.2,21,Indonesian,Emil Heradi,"['Nadine Chandrawinata', 'Ranggani Puspandya', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",98 min
Single,2015,A single man desperately looking for a girl that brings him into an unforgettable journey.,Comedy,13+,6.8,628,Indonesian,Raditya Dika,"['Raditya Dika', 'Annisa Rawles', 'Chandra Liow', 'Pandji Pragiwaksono', 'Babe Cabita', 'Frederick Alexander', 'Tinna Harahap', 'Rina Hasyim', 'Dede Yusuf', 'Dewi Hughes', 'Elvira Devinamira', 'Pevita Pearce', nan, nan, nan]",127 min
SkakMat,2015,"Jamal, motorcycle taxi drivers who like to play chess, had a dream to open a the motor wash near his base. Rodiah, Jamal's mother, threatens him if not promptly changes his life, the family land quota for him will be his cousin.",Action,,6.7,10,Indonesian,Ody C. Harahap,"['Donny Alamsyah', 'Tanta Ginting', 'Hannah Al Rashid', 'Cecep Arif Rahman', 'Sutan Simatupang', 'Karenina Maria', 'Andi Anissa Lasyah', 'Fadi Iskandar', 'Melissa Karim', 'Clara Bernadeth', 'Siti Rosyidah Awwaliah', 'Anna Shirley', 'Titiek Sandhora', 'Chacha Caroline', 'Peter Taslim']",
Sunshine Becomes You,2015,"Ballerina girl who accidentally make a pianist fall from the stair, then the pianist guy asked her to take responsibility by being his maid until he fully recovered.",Comedy,,6.0,66,Indonesian,Rocky Soraya,"['Herjunot Ali', 'Sam Brodie', 'Nabilah Ratna Ayu Azalia', 'Boy William', 'Annabella Jusuf', 'Kimi Jayanti', 'Ivanka Suwandi', 'Suzuki', 'Wahyu Soeparno Putro', 'Spencer Breslin', nan, nan, nan, nan, nan]",126 min
Surga Yang Tak Dirindukan,2015,An architect and also a married man was forced to marry a depressed woman in order to save her life. This caused various conflicts within his marriage life start to happen.,Drama,13+,7.8,"2,135",Indonesian,Kuntz Agus,"['Fedi Nuril', 'Laudya Cynthia Bella', 'Raline Shah', 'Sandrinna Michelle', 'Kemal Palevi', 'Tanta Ginting', 'Zaskia Adya Mecca', 'Landung Simatupang', 'Sitoresmi Prabuningrat', 'Vitta Mariana Barrazza', 'Rukman Rosadi', nan, nan, nan, nan]",
Tarot,2015,"Two lovers who are about to get married, hope to get a beautiful card reading, but they end up receiving an awful reading from a Tarot card reader. According to the opened cards, someone is coming from the past to take one of their lives.",Drama,,7.1,89,Indonesian,Jose Poernomo,"['Shandy Aulia', 'Boy William', 'Sara Wijayanto', 'Aurélie Moeremans', 'Zaneta Georgina', 'Mega Carefansa', 'Norman Naya', 'Sisca Dewi', 'Bayu Semar', nan, nan, nan, nan, nan, nan]",119 min
The Wedding & Bebek Betutu,2015,"""The Crew"" trying hard to find the one behind the blackmail which threatens the wedding of their boss' daughter. They have to find the best ""Bebek Betutu"" recipe as requested by the very important soon to be parents in law in 24 hours.",Comedy,SU,6.8,26,Indonesian,Hilman Mutasi,"['Tora Sudiro', 'Aming Sugandhi', 'Ananda Omesh', 'Sogi Indra Dhuaja', 'Tike Priatnakusumah', 'Edric Tjandra', 'Ence Bagus', 'Ibob Tarigan', 'Mieke Amalia', 'Ronal Surapradja', 'Adinda Thomas', 'T.J.', 'Indra Birowo', 'Virnie Ismail', 'Marcel Chandrawinata']",109 min
Toba Dreams,2015,"A retired Sergeant, Tebe, returns to his hometown with all of his little family members and all his dreams but his eldest son follows the wrong path.",Drama,,7.4,45,Indonesian,Benni Setiawan,"['Vino G. Bastian', 'Boris Bokir', 'Vinessa Inez', 'Paloma Kasia', 'Mathias Muchus', 'Jajang C. Noer', 'Marsha Timothy', 'Tri Yudiman', nan, nan, nan, nan, nan, nan, nan]",
Train Station,2015,"When a mysterious train accident forces a man to change his plans, he is confronted with a series of choices. Each decision he makes leads to a different scenario, each one filmed by a different director with a different cast.",Crime,,5.8,146,English,Xavier Agudo,"['Patrick Gorman', 'Judith Hoersch', 'Yoann Sover', 'Shirin Esmaeeli', 'Vivid Wang', 'Alan Madlane', 'Matt Bromen', 'Bryan Carmody', 'Georg Anton', 'Paul Howard', 'Jim Kitson', 'Daymon Britton', 'Hamdi A. al Saaidi', 'Lance Alan', 'Elnaz Amiri']",97 min
Turis Romantis,2015,Turis Romantis is 2015 Indonesian romantic film having Shaheer Sheikh in lead role.,Romance,,8.9,60,Indonesian,Senoaji Julius,"['Shaheer Sheikh', 'Kirana Larasati', 'Mike Lucock', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Tuyul: Part 1,2015,Husband and Wife move to an old house before the birth of their firstborn child. Suddenly they find a mysterious bottle underneath the broken wooden floor. The bottle might be home to a creature that could potentially put them in danger.,Horror,D,6.0,90,Indonesian,Billy Christian,"['Dinda Kanyadewi', 'Gandhi Fernando', 'Citra Prima', 'Ingrid Widjanarko', 'Karina Nadila', 'Topan Dicky', 'Dini Vitri', 'Allan Wangsa', 'Bubah Alfian', 'Frans Nicholas', 'Dimas Hary', 'Neny Aggraeni', nan, nan, nan]",95 min
Wewe,2015,"When 5 year old Aruna goes missing, her concerned family starts a search for her and uncovers a secret lying deep within their new home.",Horror,,5.8,22,Indonesian,Rizal Mantovani,"['Agus Kuncoro', 'Inong Nidya Ayu', 'Nabilah Ratna Ayu Azalia', 'Khadijah Banderas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",100 min
12 Menit,2014,This is a story about struggle. Struggle for self-defeating. For the sake of a very simple aspiration : to realize 12 minutes that they will remember forever. A marching band in Bontang is ...,Drama,,8.6,66,Indonesian,Hanny Saputra,"['Verdi Solaiman', 'Titi Rajo Bintang', 'Egy Fedly', 'Hudri', 'Niniek L. Karim', 'Olga Lydia', 'Didi Petet', 'Arum Sekarwangi', 'Amanda Sutanto', 'Nobuyuki Suzuki', nan, nan, nan, nan, nan]",110 min
2014,2014,A young man must find a way to free his father from the threat of jail.,Action,,6.9,35,Indonesian,Hanung Bramantyo,"['Ray Sahetapy', 'Rizky Nazar', 'Donny Damara', 'Maudy Ayunda', 'Rudy Salam', 'Rio Dewanto', 'Donna Harun', 'Atiqah Hasiholan', 'Akri Patrio', 'Fadhika R.', 'Fauzan Smith', 'Deddy Sutomo', nan, nan, nan]",109 min
3 Nafas Likas,2014,"Set in Indonesia, through 1930's to 2000. 3 Nafas Likas is the extraordinary story of an extraordinary woman, named Likas who, then achieved numerous remarkable and great success in her ...",Drama,SU,7.3,32,Indonesian,Rako Prijanto,"['Atiqah Hasiholan', 'Vino G. Bastian', 'Tutie Kirana', 'Marissa Anita', 'Mario Irwinsyah', 'Tissa Biani Azzahra', 'Daniel Irawan', 'Ernest Samudera', nan, nan, nan, nan, nan, nan, nan]",
3600 Detik,2014,"3600 Detik tells about the life of Sandra (Shae), who changes over night when her parents divorce ; she colours her hair red and also changes her personality. This causes her friends to ...",Drama,,6.6,29,Indonesian,Nayato Fio Nuala,"['Indra Birowo', 'Ponco Buwono', 'Febby Febiola', 'Wulan Guritno', 'Shae', 'Joshua Suherman', 'Agung Udijana', 'Stefan William', nan, nan, nan, nan, nan, nan, nan]",90 min
7 Hari 24 Jam,2014,"Two busy and successful couple barely have time for each other and their daughter. But when both of them collapse, they share the same room in the hospital. Now together 24/7, they can spend the quality time they never really had before.",Drama,,7.1,77,Indonesian,Fajar Nugros,"['Lukman Sardi', 'Dian Sastrowardoyo', 'Henky Solaiman', 'Verdi Solaiman', 'Ari Wibowo', 'Husein Alatas', 'Indra Birowo', 'Baby Margaretha', 'Dahlia Poland', 'Fandy Christian', 'Minati Atmanegara', 'Hadijah', 'Aline Adita', 'Tiffany Orie', 'Icha Nadya']",97 min
99 Cahaya di Langit Eropa Part 2,2014,"This movie is a sequel of ""99 Cahaya di Langit Eropa"". This movie revealed the secrets of the history of the development of Islam in other part of continental Europe.",Adventure,,6.0,25,Indonesian,Guntur Soeharjanto,"['Alex Abbad', 'Abimana Aryasatya', 'Nino Fernandez', 'Marissa Nasution', 'Dewi Sandra', 'Acha Septriasa', 'Raline Shah', 'Ghecca Tavvara', nan, nan, nan, nan, nan, nan, nan]",102 min
